web-scraper-order,web-scraper-start-url,Discs,Discs-href,Name,Manufacturer,DiscType,Stability,Skill,MFNum,RFNum,NumReviews,Rating
"1715297110-1","https://infinitediscs.com/brand/hooligan-discs","Cash","https://infinitediscs.com/hooligan-discs-cash","Cash","Hooligan Discs","Primary Use: Putt & Approach","Stability: Stable","Recommended Skill Level:","3.0/3.0/0.0/2.0","3/3/0/2","(0 Reviews)","0"
"1715297114-2","https://infinitediscs.com/brand/hooligan-discs","Rope","https://infinitediscs.com/hooligan-discs-hooliganrope","Rope","Hooligan Discs","Primary Use: Mid Range","Stability: Stable","Recommended Skill Level: Everyone","5.0/4.0/0.0/0.0","5/4/0/0","(0 Reviews)","0"
"1715297118-3","https://infinitediscs.com/brand/hooligan-discs","Flip","https://infinitediscs.com/hooligan-discs-flip","Flip","Hooligan Discs","Primary Use: Mid Range","Stability: Understable","Recommended Skill Level: Beginner, Intermediate","5.0/6.0/-4.0/1.0","5/5.9/-4/0.9","(1 Reviews)","3.5"
"1715297124-4","https://infinitediscs.com/brand/hooligan-discs","Thread","https://infinitediscs.com/hooligan-discs-thread","Thread","Hooligan Discs","Primary Use: Control Driver","Stability: Understable","Recommended Skill Level: Everyone","9.0/5.0/-1.0/1.0","9/5/-1/1","(2 Reviews)","4.5"
"1715297128-5","https://infinitediscs.com/brand/hooligan-discs","Yeet","https://infinitediscs.com/hooligan-discs-yeet","Yeet","Hooligan Discs","Primary Use: Distance Driver","Stability: Overstable","Recommended Skill Level: Intermediate, Advanced","12.0/5.0/-1.0/3.0","12/5/-1/3","(1 Reviews)","4"
"1715297132-6","https://infinitediscs.com/brand/hooligan-discs","Vibe","https://infinitediscs.com/hooligan-discs-vibe","Vibe","Hooligan Discs","Primary Use: Distance Driver","Stability: Stable","Recommended Skill Level: Everyone","11.0/5.0/-2.0/1.0","11/5/-2/1.1","(1 Reviews)","5"
