web-scraper-order,web-scraper-start-url,Discs,Discs-href,Name,Manufacturer,DiscType,Stability,Skill,MFNum,RFNum,NumReviews,Rating
"1715352753-1","https://infinitediscs.com/brand/dino-discs","Triceratops","https://infinitediscs.com/dino-discs-triceratops","Triceratops","Dino Discs","Primary Use: Putt & Approach","Stability: Understable","Recommended Skill Level: Everyone","3.0/3.0/-3.0/1.0","3/3/-3/1","(0 Reviews)","0"
"1715352758-2","https://infinitediscs.com/brand/dino-discs","Ankylosaurus","https://infinitediscs.com/dino-discs-ankylosaurus","Ankylosaurus","Dino Discs","Primary Use: Putt & Approach","Stability: Stable","Recommended Skill Level: Beginner","2.0/3.0/-1.0/0.0","2/3/-1/0","(0 Reviews)","0"
"1715352762-3","https://infinitediscs.com/brand/dino-discs","Stegosaurus","https://infinitediscs.com/dino-discs-stegosaurus","Stegosaurus","Dino Discs","Primary Use: Mid Range","Stability: Very Understable","Recommended Skill Level: Beginner","5.0/5.0/-4.0/2.0","4.7/5/-3.8/1.9","(4 Reviews)","5"
"1715352766-4","https://infinitediscs.com/brand/dino-discs","Brontosaurus","https://infinitediscs.com/dino-discs-brontosaurus","Brontosaurus","Dino Discs","Primary Use: Mid Range","Stability: Stable","Recommended Skill Level: Beginner","5.0/5.0/-1.0/0.5","5/5/-1/0.5","(0 Reviews)","0"
"1715352770-5","https://infinitediscs.com/brand/dino-discs","Brachiosaurus","https://infinitediscs.com/dino-discs-brachiosaurus","Brachiosaurus","Dino Discs","Primary Use: Mid Range","Stability: Very Understable","Recommended Skill Level: Beginner","5.0/5.0/-4.5/1.0","5/5/-4.5/1","(0 Reviews)","0"
"1715352774-6","https://infinitediscs.com/brand/dino-discs","Pterodactyl","https://infinitediscs.com/dino-discs-pterodactylus","Pterodactyl","Dino Discs","Primary Use: Control Driver","Stability: Very Understable","Recommended Skill Level: Beginner","9.0/5.0/-3.0/1.0","9.3/5/-3.2/1.1","(7 Reviews)","4.29"
"1715352780-7","https://infinitediscs.com/brand/dino-discs","Tyrannosaurus Rex","https://infinitediscs.com/dino-discs-tyrannosaurus-rex","Tyrannosaurus Rex","Dino Discs","Primary Use: Distance Driver","Stability: Very Understable","Recommended Skill Level: Beginner","14.0/5.0/-3.0/2.0","14/5/-3/2","(1 Reviews)","5"
"1715352784-8","https://infinitediscs.com/brand/dino-discs","Spinosaurus","https://infinitediscs.com/dino-discs-spinosaurus","Spinosaurus","Dino Discs","Primary Use: Distance Driver","Stability: Stable","Recommended Skill Level: Beginner, Intermediate","12.0/5.0/0.0/2.0","11.5/5.2/-0.3/1.8","(2 Reviews)","4.5"
"1715352788-9","https://infinitediscs.com/brand/dino-discs","Allosaurus","https://infinitediscs.com/dino-discs-allosaurus","Allosaurus","Dino Discs","Primary Use: Distance Driver","Stability: Understable","Recommended Skill Level: Beginner, Intermediate","12.0/6.0/-3.0/1.0","12/6.1/-3.3/1.1","(1 Reviews)","5"
